category_value,category,locationdesc,location,year,avg_data_value
Female,Gender,Ohio,2015,OH,0
Female,Gender,Ohio,2017,OH,0.86
Female,Gender,Ohio,2018,OH,0
Female,Gender,Ohio,2019,OH,0
Female,Gender,Oklahoma,2015,OK,12.64
Female,Gender,Oklahoma,2016,OK,45.49
Female,Gender,Oklahoma,2017,OK,10.11
Female,Gender,Oklahoma,2018,OK,27.8
Female,Gender,Oklahoma,2019,OK,53.07
Female,Gender,Oregon,2017,OR,0
Female,Gender,Oregon,2019,OR,4.74
Female,Gender,Rhode Island,2016,RI,0
Female,Gender,Rhode Island,2017,RI,9.44
Female,Gender,Rhode Island,2018,RI,18.88
Female,Gender,Rhode Island,2019,RI,47.2
Female,Gender,South Carolina,2015,SC,0
Female,Gender,South Carolina,2016,SC,3.88
Female,Gender,South Carolina,2017,SC,5.82
Female,Gender,South Carolina,2018,SC,3.88
Female,Gender,South Carolina,2019,SC,3.88
Female,Gender,Tennessee,2015,TN,1.46
Female,Gender,Tennessee,2016,TN,2.93
Female,Gender,Tennessee,2017,TN,4.39
Female,Gender,Tennessee,2018,TN,1.46
Female,Gender,Tennessee,2019,TN,7.32
Female,Gender,Texas,2014,TX,73.8
Female,Gender,Texas,2015,TX,67.25
Female,Gender,Texas,2016,TX,56.21
Female,Gender,Texas,2017,TX,14.14
Female,Gender,Texas,2018,TX,5.86
Female,Gender,Texas,2019,TX,6.2
Female,Gender,Utah,2014,UT,3.12
Female,Gender,Utah,2015,UT,0
Female,Gender,Utah,2018,UT,0
Female,Gender,Utah,2019,UT,0
Female,Gender,Vermont,2018,VT,0
Female,Gender,Vermont,2019,VT,0
Female,Gender,Virginia,2019,VA,2.34
Female,Gender,Washington,2015,WA,0
Female,Gender,Washington,2016,WA,3.94
Female,Gender,Washington,2017,WA,0
Female,Gender,Washington,2018,WA,3.94
Female,Gender,Washington,2019,WA,9.19
Female,Gender,West Virginia,2019,WV,0
Female,Gender,Wisconsin,2016,WI,6.87
Female,Gender,Wisconsin,2017,WI,13.74
Female,Gender,Wisconsin,2018,WI,5.15
Female,Gender,Wisconsin,2019,WI,87.59
Female,Gender,Wyoming,2014,WY,17.28
Female,Gender,Wyoming,2015,WY,0
Female,Gender,Wyoming,2016,WY,17.28
Female,Gender,Wyoming,2017,WY,0
Female,Gender,Wyoming,2018,WY,34.56
Hispanic,Ethnicity,Alaska,AK,2015,0
Hispanic,Ethnicity,Arizona,AZ,2014,0
Hispanic,Ethnicity,Arizona,AZ,2015,0
Hispanic,Ethnicity,Arizona,AZ,2016,21.98
Hispanic,Ethnicity,Arizona,AZ,2017,64.57
Hispanic,Ethnicity,Arizona,AZ,2018,83.81
Hispanic,Ethnicity,Arizona,AZ,2019,1.37
Hispanic,Ethnicity,Arkansas,AR,2015,0
Hispanic,Ethnicity,Arkansas,AR,2016,0
Hispanic,Ethnicity,Arkansas,AR,2018,0
Hispanic,Ethnicity,California,CA,2016,0
Hispanic,Ethnicity,Colorado,CO,2015,1.74
Hispanic,Ethnicity,Colorado,CO,2016,1.74
Hispanic,Ethnicity,Colorado,CO,2017,3.48
Hispanic,Ethnicity,Colorado,CO,2018,0
Hispanic,Ethnicity,Colorado,CO,2019,0
Hispanic,Ethnicity,Connecticut,CT,2016,0
Hispanic,Ethnicity,Connecticut,CT,2017,0
Hispanic,Ethnicity,Connecticut,CT,2018,0
Hispanic,Ethnicity,Connecticut,CT,2019,2.8
Hispanic,Ethnicity,Delaware,DE,2017,10.27
Hispanic,Ethnicity,Delaware,DE,2019,0
Hispanic,Ethnicity,Georgia,GA,2019,0
Hispanic,Ethnicity,Hawaii,HI,2019,7.06
Hispanic,Ethnicity,Illinois,IL,2017,0
Hispanic,Ethnicity,Indiana,IN,2014,0
Hispanic,Ethnicity,Indiana,IN,2015,0
Hispanic,Ethnicity,Indiana,IN,2016,0
Hispanic,Ethnicity,Indiana,IN,2018,0
Hispanic,Ethnicity,Indiana,IN,2019,0
Hispanic,Ethnicity,Kentucky,KY,2017,0
Hispanic,Ethnicity,Kentucky,KY,2018,0
Hispanic,Ethnicity,Kentucky,KY,2019,2.24
Hispanic,Ethnicity,Maine,ME,2017,0
Hispanic,Ethnicity,Maine,ME,2018,0
Hispanic,Ethnicity,Maryland,MD,2015,1.65
Hispanic,Ethnicity,Maryland,MD,2016,0
Hispanic,Ethnicity,Maryland,MD,2017,0
Hispanic,Ethnicity,Maryland,MD,2018,1.65
Hispanic,Ethnicity,Maryland,MD,2019,0
Hispanic,Ethnicity,Massachusetts,MA,2015,0
Hispanic,Ethnicity,Massachusetts,MA,2017,1.45
Hispanic,Ethnicity,Massachusetts,MA,2018,0
Hispanic,Ethnicity,Michigan,MI,2015,0
Hispanic,Ethnicity,Michigan,MI,2018,0
Hispanic,Ethnicity,Michigan,MI,2019,1
Hispanic,Ethnicity,Minnesota,MN,2014,0
Hispanic,Ethnicity,Minnesota,MN,2015,14.19
Hispanic,Ethnicity,Minnesota,MN,2016,74.47
Hispanic,Ethnicity,Minnesota,MN,2017,54.97
Hispanic,Ethnicity,Minnesota,MN,2018,30.14
Hispanic,Ethnicity,Minnesota,MN,2019,62.06
Hispanic,Ethnicity,Mississippi,MS,2014,0
Hispanic,Ethnicity,Mississippi,MS,2015,0
Hispanic,Ethnicity,Mississippi,MS,2018,0
Hispanic,Ethnicity,Mississippi,MS,2019,0
Hispanic,Ethnicity,Missouri,MO,2014,0
Hispanic,Ethnicity,Missouri,MO,2016,0
Hispanic,Ethnicity,Missouri,MO,2017,0
Hispanic,Ethnicity,Missouri,MO,2018,0
Hispanic,Ethnicity,Missouri,MO,2019,1.63
Hispanic,Ethnicity,Montana,MT,2016,0
Hispanic,Ethnicity,Nevada,NV,2015,12.99
Hispanic,Ethnicity,Nevada,NV,2016,9.74
Hispanic,Ethnicity,Nevada,NV,2017,6.49
Hispanic,Ethnicity,Nevada,NV,2018,12.99
Hispanic,Ethnicity,Nevada,NV,2019,6.49
Hispanic,Ethnicity,New Jersey,NJ,2019,3.38
Hispanic,Ethnicity,New Mexico,NM,2019,0
Hispanic,Ethnicity,North Dakota,ND,2015,0
Hispanic,Ethnicity,North Dakota,ND,2016,0
Hispanic,Ethnicity,North Dakota,ND,2017,13.12
Hispanic,Ethnicity,Ohio,OH,2014,0
Hispanic,Ethnicity,Ohio,OH,2015,0
Hispanic,Ethnicity,Ohio,OH,2017,0
Hispanic,Ethnicity,Ohio,OH,2018,0
Hispanic,Ethnicity,Ohio,OH,2019,0
Hispanic,Ethnicity,Oklahoma,OK,2015,2.53
Hispanic,Ethnicity,Oklahoma,OK,2016,12.64
Hispanic,Ethnicity,Oklahoma,OK,2017,0
Hispanic,Ethnicity,Oklahoma,OK,2018,5.05
Hispanic,Ethnicity,Oklahoma,OK,2019,2.53
Hispanic,Ethnicity,Oregon,OR,2019,2.37
Hispanic,Ethnicity,Rhode Island,RI,2016,0
Hispanic,Ethnicity,Rhode Island,RI,2017,18.88
Hispanic,Ethnicity,Rhode Island,RI,2018,0
Hispanic,Ethnicity,Rhode Island,RI,2019,9.44
Hispanic,Ethnicity,South Carolina,SC,2015,0
Hispanic,Ethnicity,South Carolina,SC,2016,0
Hispanic,Ethnicity,South Carolina,SC,2017,7.77
Hispanic,Ethnicity,South Carolina,SC,2018,0
Hispanic,Ethnicity,South Carolina,SC,2019,0
Hispanic,Ethnicity,Tennessee,TN,2015,0
Hispanic,Ethnicity,Tennessee,TN,2016,4.39
Hispanic,Ethnicity,Tennessee,TN,2017,8.79
Hispanic,Ethnicity,Tennessee,TN,2018,0
Hispanic,Ethnicity,Tennessee,TN,2019,5.86
Hispanic,Ethnicity,Texas,TX,2014,87.94
Hispanic,Ethnicity,Texas,TX,2015,46.56
Hispanic,Ethnicity,Texas,TX,2016,46.55
Hispanic,Ethnicity,Texas,TX,2017,7.24
Hispanic,Ethnicity,Texas,TX,2018,4.13
Hispanic,Ethnicity,Texas,TX,2019,10
Hispanic,Ethnicity,Utah,UT,2014,0
Hispanic,Ethnicity,Utah,UT,2015,0
Hispanic,Ethnicity,Utah,UT,2019,3.12
Hispanic,Ethnicity,Vermont,VT,2019,0
Hispanic,Ethnicity,Virginia,VA,2019,0
Hispanic,Ethnicity,Washington,WA,2015,0
Hispanic,Ethnicity,Washington,WA,2017,0
Hispanic,Ethnicity,Washington,WA,2018,0
Hispanic,Ethnicity,Washington,WA,2019,2.63
Hispanic,Ethnicity,West Virginia,WV,2019,0
Hispanic,Ethnicity,Wisconsin,WI,2015,0
Hispanic,Ethnicity,Wisconsin,WI,2016,0
Hispanic,Ethnicity,Wisconsin,WI,2017,5.15
Hispanic,Ethnicity,Wisconsin,WI,2018,1.72
Hispanic,Ethnicity,Wisconsin,WI,2019,1.72
Hispanic,Ethnicity,Wyoming,WY,2014,0
Hispanic,Ethnicity,Wyoming,WY,2015,0
Hispanic,Ethnicity,Wyoming,WY,2016,0
Hispanic,Ethnicity,Wyoming,WY,2017,17.28
Hispanic,Ethnicity,Wyoming,WY,2018,0
Juvenile,Age Group,Alaska,AK,2015,0
Juvenile,Age Group,Alaska,AK,2016,0
Juvenile,Age Group,Arizona,AZ,2014,0
Juvenile,Age Group,Arizona,AZ,2015,0
Juvenile,Age Group,Arizona,AZ,2016,0
Juvenile,Age Group,Arizona,AZ,2017,0
Juvenile,Age Group,Arizona,AZ,2018,1.37
Juvenile,Age Group,Arizona,AZ,2019,0
Juvenile,Age Group,Arkansas,AR,2015,0
Juvenile,Age Group,Arkansas,AR,2016,0
Juvenile,Age Group,Arkansas,AR,2018,0
Juvenile,Age Group,California,CA,2016,0
Juvenile,Age Group,Colorado,CO,2015,0
Juvenile,Age Group,Colorado,CO,2016,0
Juvenile,Age Group,Colorado,CO,2017,0
Juvenile,Age Group,Colorado,CO,2018,0
Juvenile,Age Group,Colorado,CO,2019,0
Juvenile,Age Group,Connecticut,CT,2016,0
Juvenile,Age Group,Connecticut,CT,2017,0
Juvenile,Age Group,Connecticut,CT,2018,0
Juvenile,Age Group,Connecticut,CT,2019,0
Juvenile,Age Group,Delaware,DE,2017,0
Juvenile,Age Group,Delaware,DE,2019,0
Juvenile,Age Group,Georgia,GA,2019,0
Juvenile,Age Group,Hawaii,HI,2015,0
Juvenile,Age Group,Hawaii,HI,2017,0
Juvenile,Age Group,Hawaii,HI,2019,0
Juvenile,Age Group,Illinois,IL,2017,0
Juvenile,Age Group,Indiana,IN,2014,40.1
Juvenile,Age Group,Indiana,IN,2015,4.46
Juvenile,Age Group,Indiana,IN,2016,0
Juvenile,Age Group,Indiana,IN,2018,4.46
Juvenile,Age Group,Indiana,IN,2019,4.46
Juvenile,Age Group,Kentucky,KY,2017,0
Juvenile,Age Group,Kentucky,KY,2018,0
Juvenile,Age Group,Kentucky,KY,2019,0
Juvenile,Age Group,Louisiana,LA,2015,17.21
Juvenile,Age Group,Louisiana,LA,2016,0
Juvenile,Age Group,Louisiana,LA,2017,10.76
Juvenile,Age Group,Louisiana,LA,2018,0
Juvenile,Age Group,Louisiana,LA,2019,2.15
Juvenile,Age Group,Maine,ME,2017,0
Juvenile,Age Group,Maine,ME,2018,0
Juvenile,Age Group,Maryland,MD,2015,11.57
Juvenile,Age Group,Maryland,MD,2016,0
Juvenile,Age Group,Maryland,MD,2017,0
Juvenile,Age Group,Maryland,MD,2018,1.65
Juvenile,Age Group,Maryland,MD,2019,0
Juvenile,Age Group,Massachusetts,MA,2015,0
Juvenile,Age Group,Massachusetts,MA,2016,0
Juvenile,Age Group,Massachusetts,MA,2017,0
Juvenile,Age Group,Massachusetts,MA,2018,0
Juvenile,Age Group,Massachusetts,MA,2019,0
Juvenile,Age Group,Michigan,MI,2015,0
Juvenile,Age Group,Michigan,MI,2016,0
Juvenile,Age Group,Michigan,MI,2018,0
Juvenile,Age Group,Michigan,MI,2019,0
Juvenile,Age Group,Minnesota,MN,2014,3.55
Juvenile,Age Group,Minnesota,MN,2015,0
Juvenile,Age Group,Minnesota,MN,2016,0
Juvenile,Age Group,Minnesota,MN,2017,1.77
Juvenile,Age Group,Minnesota,MN,2018,1.77
Juvenile,Age Group,Minnesota,MN,2019,1.77
Juvenile,Age Group,Mississippi,MS,2014,30.24
Juvenile,Age Group,Mississippi,MS,2015,20.16
Juvenile,Age Group,Mississippi,MS,2018,0
Juvenile,Age Group,Mississippi,MS,2019,0
Juvenile,Age Group,Missouri,MO,2014,4.89
Juvenile,Age Group,Missouri,MO,2015,0
Juvenile,Age Group,Missouri,MO,2016,1.63
Juvenile,Age Group,Missouri,MO,2017,0
Juvenile,Age Group,Missouri,MO,2018,0
Juvenile,Age Group,Missouri,MO,2019,0
Juvenile,Age Group,Montana,MT,2016,0
Juvenile,Age Group,Nebraska,NE,2015,0
Juvenile,Age Group,Nevada,NV,2015,6.49
Juvenile,Age Group,Nevada,NV,2016,3.25
Juvenile,Age Group,Nevada,NV,2017,3.25
Juvenile,Age Group,Nevada,NV,2018,6.49
Juvenile,Age Group,Nevada,NV,2019,3.25
Juvenile,Age Group,New Jersey,NJ,2019,0
Juvenile,Age Group,New Mexico,NM,2019,0
Juvenile,Age Group,North Dakota,ND,2015,0
Juvenile,Age Group,North Dakota,ND,2016,0
Juvenile,Age Group,North Dakota,ND,2017,0
Juvenile,Age Group,North Dakota,ND,2018,0
Juvenile,Age Group,Ohio,OH,2014,0
Juvenile,Age Group,Ohio,OH,2015,0
Juvenile,Age Group,Ohio,OH,2017,0
Juvenile,Age Group,Ohio,OH,2018,0
Juvenile,Age Group,Ohio,OH,2019,0
Juvenile,Age Group,Oklahoma,OK,2015,0
Juvenile,Age Group,Oklahoma,OK,2016,25.27
Juvenile,Age Group,Oklahoma,OK,2017,2.53
Juvenile,Age Group,Oklahoma,OK,2018,10.11
Juvenile,Age Group,Oklahoma,OK,2019,12.64
Juvenile,Age Group,Oregon,OR,2017,7.11
Juvenile,Age Group,Oregon,OR,2019,0
Juvenile,Age Group,Rhode Island,RI,2016,0
Juvenile,Age Group,Rhode Island,RI,2017,0
Juvenile,Age Group,Rhode Island,RI,2018,9.44
Juvenile,Age Group,Rhode Island,RI,2019,0
Juvenile,Age Group,South Carolina,SC,2015,0
Juvenile,Age Group,South Carolina,SC,2016,0
Juvenile,Age Group,South Carolina,SC,2017,0
Juvenile,Age Group,South Carolina,SC,2018,0
Juvenile,Age Group,South Carolina,SC,2019,0
Juvenile,Age Group,Tennessee,TN,2015,0
Juvenile,Age Group,Tennessee,TN,2016,0
Juvenile,Age Group,Tennessee,TN,2017,0
Juvenile,Age Group,Tennessee,TN,2018,0
Juvenile,Age Group,Tennessee,TN,2019,0
Juvenile,Age Group,Texas,TX,2014,24.83
Juvenile,Age Group,Texas,TX,2015,20.69
Juvenile,Age Group,Texas,TX,2016,13.8
Juvenile,Age Group,Texas,TX,2017,12.76
Juvenile,Age Group,Texas,TX,2018,0.34
Juvenile,Age Group,Texas,TX,2019,2.07
Juvenile,Age Group,Utah,UT,2014,0
Juvenile,Age Group,Utah,UT,2015,0
Juvenile,Age Group,Utah,UT,2018,0
Juvenile,Age Group,Utah,UT,2019,0
Juvenile,Age Group,Vermont,VT,2018,0
Juvenile,Age Group,Vermont,VT,2019,0
Juvenile,Age Group,Virginia,VA,2019,1.17
Juvenile,Age Group,Washington,WA,2015,0
Juvenile,Age Group,Washington,WA,2016,5.25
Juvenile,Age Group,Washington,WA,2017,0
Juvenile,Age Group,Washington,WA,2018,0
Juvenile,Age Group,Washington,WA,2019,0
Juvenile,Age Group,West Virginia,WV,2019,0
Juvenile,Age Group,Wisconsin,WI,2016,0
Juvenile,Age Group,Wisconsin,WI,2017,1.72
Juvenile,Age Group,Wisconsin,WI,2018,0
Juvenile,Age Group,Wisconsin,WI,2019,10.31
Juvenile,Age Group,Wyoming,WY,2014,17.28
Juvenile,Age Group,Wyoming,WY,2015,0
Juvenile,Age Group,Wyoming,WY,2016,0
Juvenile,Age Group,Wyoming,WY,2017,0
Juvenile,Age Group,Wyoming,WY,2018,0
Male,Gender,Alaska,2015,AK,0
Male,Gender,Alaska,2016,AK,41.01
Male,Gender,Arizona,2014,AZ,4.12
Male,Gender,Arizona,2015,AZ,0
Male,Gender,Arizona,2016,AZ,27.48
Male,Gender,Arizona,2017,AZ,173.1
Male,Gender,Arizona,2018,AZ,97.54
Male,Gender,Arizona,2019,AZ,1.37
Male,Gender,Arkansas,2015,AR,0
Male,Gender,Arkansas,2016,AR,3.31
Male,Gender,Arkansas,2018,AR,0
Male,Gender,California,2016,CA,0.25
Male,Gender,Colorado,2015,CO,5.21
Male,Gender,Colorado,2016,CO,3.48
Male,Gender,Colorado,2017,CO,5.21
Male,Gender,Colorado,2018,CO,6.95
Male,Gender,Colorado,2019,CO,0
Male,Gender,Connecticut,2016,CT,28.05
Male,Gender,Connecticut,2017,CT,14.02
Male,Gender,Connecticut,2018,CT,5.61
Male,Gender,Connecticut,2019,CT,5.61
Male,Gender,Delaware,2017,DE,10.27
Male,Gender,Delaware,2019,DE,10.27
Male,Gender,Georgia,2019,GA,4.71
Male,Gender,Hawaii,2015,HI,7.06
Male,Gender,Hawaii,2017,HI,7.06
Male,Gender,Hawaii,2019,HI,7.06
Male,Gender,Illinois,2017,IL,0.79
Male,Gender,Indiana,2014,IN,93.58
Male,Gender,Indiana,2015,IN,1.49
Male,Gender,Indiana,2016,IN,2.97
Male,Gender,Indiana,2018,IN,1.49
Male,Gender,Indiana,2019,IN,5.94
Male,Gender,Kentucky,2017,KY,2.24
Male,Gender,Kentucky,2018,KY,2.24
Male,Gender,Kentucky,2019,KY,2.24
Male,Gender,Louisiana,2015,LA,15.05
Male,Gender,Louisiana,2016,LA,21.51
Male,Gender,Louisiana,2017,LA,86.04
Male,Gender,Louisiana,2018,LA,12.91
Male,Gender,Louisiana,2019,LA,17.21
Male,Gender,Maine,2017,ME,0
Male,Gender,Maine,2018,ME,14.88
Male,Gender,Maryland,2015,MD,26.47
Male,Gender,Maryland,2016,MD,26.47
Male,Gender,Maryland,2017,MD,39.7
Male,Gender,Maryland,2018,MD,19.85
Male,Gender,Maryland,2019,MD,18.2
Male,Gender,Massachusetts,2015,MA,2.9
Male,Gender,Massachusetts,2016,MA,2.9
Male,Gender,Massachusetts,2017,MA,7.25
Male,Gender,Massachusetts,2018,MA,5.8
Male,Gender,Massachusetts,2019,MA,7.25
Male,Gender,Michigan,2015,MI,0
Male,Gender,Michigan,2016,MI,1
Male,Gender,Michigan,2018,MI,2
Male,Gender,Michigan,2019,MI,36.05
Male,Gender,Minnesota,2014,MN,46.1
Male,Gender,Minnesota,2015,MN,118.8
Male,Gender,Minnesota,2016,MN,345.77
Male,Gender,Minnesota,2017,MN,237.61
Male,Gender,Minnesota,2018,MN,166.68
Male,Gender,Minnesota,2019,MN,189.73
Male,Gender,Mississippi,2014,MS,20.16
Male,Gender,Mississippi,2015,MS,6.72
Male,Gender,Mississippi,2018,MS,6.72
Male,Gender,Mississippi,2019,MS,3.36
Male,Gender,Missouri,2014,MO,24.44
Male,Gender,Missouri,2015,MO,8.15
Male,Gender,Missouri,2016,MO,14.66
Male,Gender,Missouri,2017,MO,14.66
Male,Gender,Missouri,2018,MO,3.26
Male,Gender,Missouri,2019,MO,11.41
Male,Gender,Montana,2016,MT,9.36
Male,Gender,Nebraska,2015,NE,0
Male,Gender,Nevada,2015,NV,71.43
Male,Gender,Nevada,2016,NV,107.14
Male,Gender,Nevada,2017,NV,107.14
Male,Gender,Nevada,2018,NV,71.43
Male,Gender,Nevada,2019,NV,71.42
Male,Gender,New Jersey,2019,NJ,13.51
Male,Gender,New Mexico,2019,NM,4.77
Male,Gender,North Dakota,2015,ND,0
Male,Gender,North Dakota,2016,ND,13.12
Male,Gender,North Dakota,2017,ND,13.12
Male,Gender,North Dakota,2018,ND,13.12
Male,Gender,Ohio,2014,OH,3.42
Male,Gender,Ohio,2015,OH,0
Male,Gender,Ohio,2017,OH,0
Male,Gender,Ohio,2018,OH,0.86
Male,Gender,Ohio,2019,OH,2.57
Male,Gender,Oklahoma,2015,OK,22.74
Male,Gender,Oklahoma,2016,OK,65.71
Male,Gender,Oklahoma,2017,OK,20.22
Male,Gender,Oklahoma,2018,OK,50.54
Male,Gender,Oklahoma,2019,OK,58.13
Male,Gender,Oregon,2017,OR,9.48
Male,Gender,Oregon,2019,OR,11.85
Male,Gender,Rhode Island,2016,RI,18.88
Male,Gender,Rhode Island,2017,RI,66.08
Male,Gender,Rhode Island,2018,RI,0
Male,Gender,Rhode Island,2019,RI,18.88
Male,Gender,South Carolina,2015,SC,5.83
Male,Gender,South Carolina,2016,SC,7.77
Male,Gender,South Carolina,2017,SC,15.54
Male,Gender,South Carolina,2018,SC,11.65
Male,Gender,South Carolina,2019,SC,5.82
Male,Gender,Tennessee,2015,TN,1.46
Male,Gender,Tennessee,2016,TN,29.29
Male,Gender,Tennessee,2017,TN,32.21
Male,Gender,Tennessee,2018,TN,2.93
Male,Gender,Tennessee,2019,TN,24.9
Male,Gender,Texas,2014,TX,189.34
Male,Gender,Texas,2015,TX,127.6
Male,Gender,Texas,2016,TX,124.84
Male,Gender,Texas,2017,TX,13.11
Male,Gender,Texas,2018,TX,24.83
Male,Gender,Texas,2019,TX,20.01
Male,Gender,Utah,2014,UT,31.19
Male,Gender,Utah,2015,UT,0
Male,Gender,Utah,2018,UT,3.12
Male,Gender,Utah,2019,UT,118.53
Male,Gender,Vermont,2018,VT,16.03
Male,Gender,Vermont,2019,VT,16.03
Male,Gender,Virginia,2019,VA,4.69
Male,Gender,Washington,2015,WA,0
Male,Gender,Washington,2016,WA,1.31
Male,Gender,Washington,2017,WA,5.25
Male,Gender,Washington,2018,WA,21.01
Male,Gender,Washington,2019,WA,57.78
Male,Gender,West Virginia,2019,WV,55.8
Male,Gender,Wisconsin,2016,WI,15.46
Male,Gender,Wisconsin,2017,WI,39.5
Male,Gender,Wisconsin,2018,WI,27.48
Male,Gender,Wisconsin,2019,WI,200.95
Male,Gender,Wyoming,2014,WY,0
Male,Gender,Wyoming,2015,WY,0
Male,Gender,Wyoming,2016,WY,34.56
Male,Gender,Wyoming,2017,WY,17.28
Male,Gender,Wyoming,2018,WY,17.28
NHOPI,Race,Alaska,AK,2015,0
NHOPI,Race,Alaska,AK,2016,0
NHOPI,Race,Arizona,AZ,2014,0
NHOPI,Race,Arizona,AZ,2015,0
NHOPI,Race,Arizona,AZ,2016,0
NHOPI,Race,Arizona,AZ,2017,0
NHOPI,Race,Arizona,AZ,2018,0
NHOPI,Race,Arkansas,AR,2015,0
NHOPI,Race,Arkansas,AR,2016,0
NHOPI,Race,Arkansas,AR,2018,0
NHOPI,Race,California,CA,2016,0
NHOPI,Race,Colorado,CO,2015,0
NHOPI,Race,Colorado,CO,2016,0
NHOPI,Race,Colorado,CO,2017,0
NHOPI,Race,Colorado,CO,2018,0
NHOPI,Race,Colorado,CO,2019,0
NHOPI,Race,Connecticut,CT,2016,0
NHOPI,Race,Connecticut,CT,2017,0
NHOPI,Race,Connecticut,CT,2018,0
NHOPI,Race,Connecticut,CT,2019,0
NHOPI,Race,Delaware,DE,2017,0
NHOPI,Race,Delaware,DE,2019,0
NHOPI,Race,Georgia,GA,2019,0
NHOPI,Race,Hawaii,HI,2015,0
NHOPI,Race,Hawaii,HI,2017,0
NHOPI,Race,Illinois,IL,2017,0
NHOPI,Race,Indiana,IN,2014,1.49
NHOPI,Race,Indiana,IN,2015,0
NHOPI,Race,Indiana,IN,2016,0
NHOPI,Race,Indiana,IN,2018,0
NHOPI,Race,Indiana,IN,2019,0
NHOPI,Race,Kentucky,KY,2017,0
NHOPI,Race,Kentucky,KY,2018,0
NHOPI,Race,Kentucky,KY,2019,0
NHOPI,Race,Louisiana,LA,2015,0
NHOPI,Race,Louisiana,LA,2016,0
NHOPI,Race,Louisiana,LA,2017,0
NHOPI,Race,Louisiana,LA,2018,0
NHOPI,Race,Louisiana,LA,2019,0
NHOPI,Race,Maine,ME,2017,0
NHOPI,Race,Maine,ME,2018,0
NHOPI,Race,Maryland,MD,2015,0
NHOPI,Race,Maryland,MD,2016,0
NHOPI,Race,Maryland,MD,2017,0
NHOPI,Race,Maryland,MD,2018,0
NHOPI,Race,Maryland,MD,2019,0
NHOPI,Race,Massachusetts,MA,2015,0
NHOPI,Race,Massachusetts,MA,2016,0
NHOPI,Race,Massachusetts,MA,2017,0
NHOPI,Race,Massachusetts,MA,2018,0
NHOPI,Race,Massachusetts,MA,2019,0
NHOPI,Race,Michigan,MI,2015,0
NHOPI,Race,Michigan,MI,2016,0
NHOPI,Race,Michigan,MI,2018,0
NHOPI,Race,Michigan,MI,2019,0
NHOPI,Race,Minnesota,MN,2014,0
NHOPI,Race,Minnesota,MN,2015,0
NHOPI,Race,Minnesota,MN,2016,1.77
NHOPI,Race,Minnesota,MN,2017,0
NHOPI,Race,Minnesota,MN,2018,0
NHOPI,Race,Minnesota,MN,2019,0
NHOPI,Race,Mississippi,MS,2014,0
NHOPI,Race,Mississippi,MS,2015,0
NHOPI,Race,Mississippi,MS,2018,0
NHOPI,Race,Mississippi,MS,2019,0
NHOPI,Race,Missouri,MO,2014,0
NHOPI,Race,Missouri,MO,2015,0
NHOPI,Race,Missouri,MO,2016,0
NHOPI,Race,Missouri,MO,2017,0
NHOPI,Race,Missouri,MO,2018,0
NHOPI,Race,Missouri,MO,2019,0
NHOPI,Race,Montana,MT,2016,0
NHOPI,Race,Nebraska,NE,2015,0
NHOPI,Race,Nevada,NV,2015,0
NHOPI,Race,Nevada,NV,2016,0
NHOPI,Race,Nevada,NV,2017,0
NHOPI,Race,Nevada,NV,2018,0
NHOPI,Race,Nevada,NV,2019,0
NHOPI,Race,New Jersey,NJ,2019,0
NHOPI,Race,New Mexico,NM,2019,0
NHOPI,Race,North Dakota,ND,2015,0
NHOPI,Race,North Dakota,ND,2016,0
NHOPI,Race,North Dakota,ND,2017,0
NHOPI,Race,North Dakota,ND,2018,0
NHOPI,Race,Ohio,OH,2014,0
NHOPI,Race,Ohio,OH,2015,0
NHOPI,Race,Ohio,OH,2017,0
NHOPI,Race,Ohio,OH,2018,0
NHOPI,Race,Ohio,OH,2019,0
NHOPI,Race,Oklahoma,OK,2015,0
NHOPI,Race,Oklahoma,OK,2016,0
NHOPI,Race,Oklahoma,OK,2017,0
NHOPI,Race,Oklahoma,OK,2018,0
NHOPI,Race,Oklahoma,OK,2019,0
NHOPI,Race,Oregon,OR,2017,0
NHOPI,Race,Oregon,OR,2019,0
NHOPI,Race,Rhode Island,RI,2016,0
NHOPI,Race,Rhode Island,RI,2017,0
NHOPI,Race,Rhode Island,RI,2018,0
NHOPI,Race,Rhode Island,RI,2019,0
NHOPI,Race,South Carolina,SC,2015,0
NHOPI,Race,South Carolina,SC,2016,0
NHOPI,Race,South Carolina,SC,2017,0
NHOPI,Race,South Carolina,SC,2018,0
NHOPI,Race,South Carolina,SC,2019,0
NHOPI,Race,Tennessee,TN,2015,0
NHOPI,Race,Tennessee,TN,2016,0
NHOPI,Race,Tennessee,TN,2017,0
NHOPI,Race,Tennessee,TN,2018,0
NHOPI,Race,Tennessee,TN,2019,0
NHOPI,Race,Texas,TX,2014,0
NHOPI,Race,Texas,TX,2015,0.34
NHOPI,Race,Texas,TX,2016,0
NHOPI,Race,Texas,TX,2017,0
NHOPI,Race,Texas,TX,2018,0
NHOPI,Race,Texas,TX,2019,0
NHOPI,Race,Utah,UT,2014,0
NHOPI,Race,Utah,UT,2015,0
NHOPI,Race,Utah,UT,2018,0
NHOPI,Race,Utah,UT,2019,0
NHOPI,Race,Vermont,VT,2018,0
NHOPI,Race,Vermont,VT,2019,0
NHOPI,Race,Virginia,VA,2019,0
NHOPI,Race,Washington,WA,2015,0
NHOPI,Race,Washington,WA,2016,0
